full_name,class,section,marks_english,marks_maths,marks_physics
Veda Heatlie,7,3,60,89,46
Faythe Lemery,4,2,13,34,65
Emyle Helsdon,8,2,49,21,70
Rickert Cairns,12,1,78,53,27
Lazare Quartly,9,2,21,33,8
Nevin Hamlen,7,2,17,74,14
Marian Batchelar,10,3,67,54,30
Susi Lindstrom,7,2,61,69,22
Jourdan Leivers,9,1,56,57,15
Wittie Hasnney,1,2,25,39,40
Scarface Biggins,12,3,27,19,50
Aviva Cattermull,8,1,17,71,45
Serene Gummery,9,2,66,30,80
Cobb Mitchinson,4,2,57,62,35
Regina Beal,7,1,74,8,66
Cindelyn McClinton,4,2,80,38,91
Goldina Sneyd,2,2,81,64,75
Lolly Divell,11,3,76,12,32
Ida Eglise,8,3,99,89,93
Chris Stoffel,5,3,30,15,37
Amandi Brosh,7,3,4,2,39
Olin Randle,10,3,14,90,38
Lyell Windress,4,1,76,38,18
Dorthea Ballach,4,1,81,75,90
Carol-jean Jumont,4,2,29,87,83
Paula Leete,1,3,7,9,34
Karrah Preece,3,2,2,16,75
Myrtie O'Mullally,11,1,22,72,87
Wayland MacAllester,9,1,15,61,90
Lorain Peebles,3,3,9,100,56
Zechariah Bevan,3,3,85,97,44
Isabeau Leake,3,2,12,90,82
Leonelle Bourthoumieux,10,2,29,11,37
Etta Dellenbach,3,3,10,52,39
Roxy Sharphurst,3,2,38,59,20
Leah Anthona,11,2,64,33,53
Kristine Musslewhite,5,3,27,63,40
Tera Streather,12,1,62,27,63
Bruno Kingswood,12,2,33,41,72
Constantin Moyser,9,3,7,79,12
Simeon Eady,10,3,95,69,95
Madalyn Berrow,7,2,91,87,14
Ashlie Skain,7,1,76,68,62
Orsa Powles,3,3,33,26,98
Berk Di Antonio,4,2,77,10,56
Shaun Berthome,12,1,58,39,77
Nedi Knyvett,7,3,1,35,66
Bobinette Emmins,2,3,40,59,56
Clim Aldrick,8,2,9,44,21
Waylan Wolfindale,9,3,48,94,74
Tanhya Goldhawk,10,3,18,17,98
Nataniel Cymper,3,2,5,51,76
Dwight Mayward,12,3,22,28,80
Lionel Bugdale,7,1,29,53,85
Rufus Held,8,1,86,69,60
Yehudi Shoulders,12,2,4,22,95
Leanora Estabrook,9,1,65,79,48
Lee Forge,6,1,65,20,5
Jack Bullus,10,1,50,32,20
Andrei Huerta,11,3,65,12,80
Debbie Kilius,11,3,88,19,42
Timotheus Trewinnard,2,1,61,16,23
Ange McQuillan,4,2,69,80,50
Lazaro Totton,1,1,84,39,77
Leia Scudder,11,2,12,25,66
Katherine Zuanazzi,1,2,43,32,66
Rosalinde Innerstone,9,3,28,47,20
Chandra Pennington,10,1,17,69,83
Vittoria Standrin,5,1,4,38,91
Prudence Dybell,7,2,26,92,63
Kayne Andrey,2,2,32,72,34
Jonathon Tunstall,7,1,39,62,54
Brooks Beresfore,1,2,84,66,84
Milzie Pidgin,5,2,22,42,83
Ethelda Wafer,12,2,95,100,83
Jsandye Arbuckle,9,1,78,25,26
Alicia Hauxby,6,3,79,6,50
Henriette Bread,11,3,36,63,6
Burt Marnes,2,1,69,7,57
Gage Okill,7,3,4,8,65
Foss Winterburn,4,3,22,63,5
Ursa Lugden,9,3,83,55,56
Guinevere Farrer,3,3,7,95,12
Caria Dobey,8,2,56,6,95
Lucine Brunnstein,12,3,26,43,65
Vilma Tallis,10,2,84,25,55
Shelly Goulter,7,2,41,37,57
Venita Martinat,9,2,13,94,49
Sam Banishevitz,3,3,31,12,89
Sherie Tambling,4,2,79,80,96
Tanny Wales,12,2,41,84,21
Gisela Reeds,11,2,52,22,37
Nikolos Pauletto,2,2,82,82,99
Link Hiddersley,5,2,98,12,66
Ram Sewill,6,1,100,18,38
Herby Gives,4,1,36,31,54
Minda Fitzharris,2,3,25,45,18
Glad Coppard,5,2,71,15,71
Inness Lewson,2,1,37,22,83
Elisabeth Joska,7,2,84,7,80
Wendye Stredwick,4,3,100,82,22
Vittorio Morse,2,3,55,40,51
Maurizia Morehall,2,3,66,33,12
Lemar Van Halen,9,2,13,7,64
Cornie Constance,7,3,89,24,4
Desiree Arno,11,1,20,67,76
Loni Gagie,7,1,74,30,56
Egan Malam,7,1,13,27,35
Linnie Hawkswood,2,2,95,91,58
Shelley Greeson,6,2,82,3,21
Kordula Ashborn,10,2,20,38,46
Andrus Poore,3,3,23,76,25
Stesha Horney,6,2,28,90,39
Davide Aery,11,1,94,83,1
Lorna Orviss,12,2,63,41,61
Alys Mawhinney,4,3,10,85,78
Britta Deverall,10,3,81,35,27
Adelbert Orkney,3,3,12,69,31
Penrod Aronovitz,1,2,93,90,47
Jeannette Amsden,11,1,76,51,31
Adrianne Balsdone,9,2,33,31,13
Tabbatha Begin,2,2,19,16,48
Tom Burgise,12,3,79,19,81
Mareah Fernant,3,1,67,34,92
Claudianus Dalgety,9,1,29,51,90
Audrye Keane,8,3,90,75,86
Ellery Minmagh,4,3,84,14,10
Jo-ann Bodley,11,1,78,34,96
Ardyce Aberkirdo,2,3,56,73,70
Phillie MacVaugh,2,1,98,73,64
Leisha Orkney,12,1,47,29,80
Jessamine Doe,1,2,81,21,23
Ardys Theaker,7,3,93,94,73
Lavinie Slocombe,9,3,59,74,92
Waldon Jantet,12,2,4,33,62
Nora Androlli,12,1,20,27,55
Wynnie Martignoni,9,3,23,43,88
Taite Chaundy,11,2,59,57,38
Laraine Harwick,8,1,71,45,17
Iain Kenward,1,2,23,41,30
Arleyne Hembling,10,2,8,18,36
Quincy Storror,4,2,39,90,85
Penrod Pullen,3,1,99,1,91
Eleonore Guise,3,2,87,18,92
Crista Fenwick,5,3,23,83,56
Carl Tombleson,7,2,67,5,51
Lorinda Robelet,8,2,86,94,51
Lissi Wiggall,11,3,48,36,15
Anatollo Shervington,9,2,49,99,48
Freeman Tofful,3,2,75,67,73
Addia Eddolls,5,1,56,47,95
Ryan Furlonge,3,3,62,2,41
Norton Brise,8,2,100,88,12
Osbourn Osmond,9,2,17,95,65
Irwin Paoletti,11,1,12,14,4
Mariejeanne Smogur,11,1,36,77,52
Archambault Beldan,4,2,78,98,21
Bryon Langhorn,3,1,8,7,7
Jedediah Castaignet,6,1,28,41,50
Courtenay Clutheram,12,3,47,90,55
Thadeus Twydell,11,2,8,49,92
Nanni Margerrison,3,1,50,79,1
Sander Fishbourn,9,1,51,74,2
Corella Arbuckle,1,1,52,77,92
Barret Rustedge,3,2,98,39,75
Micaela Fellman,2,2,29,37,28
Oriana Henrique,1,3,6,67,23
Jocelyn Blezard,4,2,47,79,65
Gerianna Jakubiak,11,2,48,29,50
Quintina Helsby,5,3,27,75,58
Hynda Vasilyonok,2,1,33,77,10
Carolus Lacky,11,2,91,100,59
Willabella Gabey,1,2,21,39,28
Quintana Jodkowski,2,1,49,55,99
Valerie Yurinov,10,1,10,77,69
Angelita Kleinhaut,7,1,1,98,30
Marsiella Durn,9,2,98,47,97
Nancee Rispine,11,3,90,62,52
Kirby McCord,6,3,93,3,76
Adan Parsell,12,1,19,37,5
Rosaleen Bartolomucci,10,2,60,49,53
Chico Southcombe,5,3,27,69,25
Christy Kemish,7,2,45,84,92
Engelbert Jacketts,9,1,52,60,79
Terrance Berzin,6,3,76,71,51
Sheeree Speachley,3,3,3,88,100
Malory Kinnaird,11,1,37,77,81
Kevon Waters,4,3,14,68,51
Rinaldo de Vaen,12,2,82,42,37
Maddy Trenfield,7,2,18,18,95
Norah Veronique,12,3,29,18,23
Laurianne Seefeldt,2,3,7,22,78
Regen McQuorkel,10,1,29,83,99
Freddi Tapping,11,1,54,53,47
Viviyan Spirit,4,2,74,45,96
Farrell Klosa,12,1,58,95,34
Aggi Mobius,5,1,41,68,52
Brietta Beeswing,6,1,73,12,31
Babb Stansell,8,1,96,24,55
Seward Downey,1,2,49,9,10
Emory Treverton,11,2,7,90,66
Olivie Woodstock,7,1,83,37,23
Angelo Chess,2,3,23,50,13
Joeann Scrooby,8,1,81,18,2
Erhart Nemchinov,4,2,1,94,84
Ade Wolfers,3,3,42,98,86
Dita De Winton,8,1,98,100,42
Nappy Lerway,7,3,8,1,60
Louis Rives,2,1,29,26,92
Hunfredo Eisak,2,3,28,24,52
Eberto Beharrell,3,3,87,91,25
Vivie Harraway,6,3,32,38,34
Adelaida Gemeau,10,1,18,27,94
Maiga Guerrazzi,6,2,81,26,77
Goldi Cluley,5,2,52,57,47
Tedie Shutler,9,2,29,87,80
Hallie Kemson,11,2,25,25,56
Freemon Alderwick,6,3,9,25,85
Cacilie Broadwell,3,3,90,89,100
Derek Labbe,4,2,33,40,58
Howard Snoday,3,1,82,32,48
Sharleen Mount,4,3,91,78,26
Erin Embleton,5,3,39,9,2
Camala Lazar,7,2,67,74,61
Jenilee Freckingham,12,3,27,41,57
Tybie Willbourne,8,1,33,61,76
Betti Coatsworth,6,2,79,22,42
Dominick Levi,9,2,26,3,18
Cesare McGaraghan,1,2,12,88,28
Dewain Grimoldby,3,2,69,66,81
Leonid Gwin,12,2,63,20,50
Elisha Briffett,4,1,1,67,46
Bartholemy Gallandre,3,2,63,55,7
Dollie Kleine,4,1,47,16,82
Julius Maddicks,10,3,37,82,59
Archer Perfitt,10,2,22,20,70
Phip Parrish,8,1,49,66,97
Emmy Pavelka,5,3,90,86,61
Toby McKleod,11,1,48,86,78
Kelvin Hucklesby,9,1,77,48,82
Andee Fortescue,10,1,46,33,71
Darb Rounsefell,6,1,10,64,10
Culley Thoresbie,9,3,37,39,97
Nancy Clowsley,6,1,91,14,20
Cam Haskett,1,2,13,98,81
Maggee Welling,12,1,28,74,41
Belinda Heningam,8,1,4,11,83
Liv Streader,3,1,94,24,45
Madelene Pierri,4,1,5,13,92
Abelard Sushams,10,3,8,66,55
Zorina Collar,5,2,96,61,47
Malissa Levensky,8,2,100,51,77
Mariellen Featenby,11,2,97,72,86
Chantalle Tetley,7,1,67,7,66
Loretta Seiller,11,3,49,69,18
Mariellen Palombi,10,1,89,67,28
Myrlene Sandford,10,2,97,69,64
Greer Cusiter,2,2,94,92,60
Durante Bucktrout,9,1,97,100,3
Teresa Dincke,5,3,55,42,88
Delphine Ratnage,5,1,21,90,82
Garrik Janzen,5,3,90,78,77
Sutton Morfey,12,1,63,41,85
Marrissa Sommerlie,9,3,92,97,49
Tamiko Brandacci,5,3,12,5,52
Almira McDowall,12,1,50,55,60
Constancy O'Dulchonta,7,1,84,36,80
Bartlett Jikylls,11,2,50,44,30
Bren Bruna,5,1,26,92,58
Addi Padula,9,1,2,23,44
Natalya Kerman,5,3,13,70,80
Kippy Scamerdine,8,3,48,67,11
Thomasine Titta,3,3,2,66,83
Tallie Tice,1,1,43,30,69
Rivalee Karlowicz,11,3,12,87,80
Talya St Angel,7,3,31,97,97
Felice Guilder,3,3,52,45,80
Janos Stealfox,1,1,28,85,33
Humfried Britney,7,3,100,27,76
Moselle Hamberston,6,3,60,92,42
Aubrey Motto,1,1,18,65,20
Derward Bernard,8,2,33,44,83
Norry Genney,4,2,60,44,12
Riley Beardwood,10,2,64,75,12
Roselle Kendred,8,1,82,91,100
Gustav Allcorn,5,2,57,14,44
Ulrike Gerleit,1,2,26,100,73
Mac Ronci,6,3,2,20,52
Grantley Ormonde,9,2,52,61,42
Felipa Haythornthwaite,8,1,30,18,68
Peggi Zaniolo,5,3,23,22,19
Winfield Chazelas,7,3,73,17,66
Anette Gino,3,3,93,93,81
Cassey O'Dooghaine,9,1,76,81,74
Kariotta Danbye,4,1,15,35,33
Dynah Kew,12,3,8,32,78
Micheal Birkenshaw,6,2,21,95,36
Gabriello Simonassi,8,2,97,99,52
Gilberto Woolfenden,11,1,25,24,7
Ari Sherrell,11,3,92,12,10
Rebeca Bransby,8,3,2,88,18
Sylvan Skydall,9,2,20,78,89
Nicola Twinborne,12,1,7,63,77
Shandie Reye,4,2,25,1,30
Madelaine Baumford,8,3,58,98,59
Lynette Ickowicz,4,1,14,44,35
Blinni Witchalls,9,1,15,96,97
Daron Welbourn,8,2,59,67,34
Wade Cromwell,5,2,4,41,65
Hugues Daldry,3,1,18,88,81
Deborah Essame,4,3,95,49,58
Jenda Gavey,3,2,54,18,72
Wendi Roddy,10,3,75,95,84
Ade Pygott,5,2,36,99,49
Rafi Pentercost,8,2,37,1,2
Sammy Cranke,12,2,41,2,71
Mikol Bugbee,9,2,16,98,11
Dorine Brazener,1,3,66,16,14
Elysia Van Der Straaten,1,3,19,77,44
Rosella Langdon,3,2,8,68,80
Latashia Oglethorpe,4,3,71,58,97
Peter Kruszelnicki,12,3,38,66,68
Rosina Rowet,1,1,86,68,97
Audrey Rivitt,3,1,87,72,19
Valdemar Ciciotti,9,2,84,8,53
Patricio Attwell,1,2,56,56,22
Ambrosio Baglow,9,2,10,74,44
Cherlyn Melbert,11,2,86,85,21
Melisande Wray,3,2,80,94,24
Tracy Aitkin,3,2,17,82,2
Siffre Redfern,2,2,44,42,75
Allard Dugget,7,2,64,27,14
Lars Adamsson,5,1,26,13,69
Lorne Tume,8,2,65,100,74
Eleni O'Sharry,4,3,69,88,23
Leonid Sparsholt,7,2,96,87,55
Rene Shorte,1,3,44,16,85
Tricia Cullingworth,9,1,28,71,76
Jannel Swallwell,4,3,47,9,80
Netti Henstone,2,3,9,51,17
Alicia Gummery,6,1,9,81,41
De witt Burns,1,2,28,61,83
Elva Greenfield,7,1,83,55,28
Abe Osan,10,3,32,88,25
Bevin Bramich,12,2,62,16,7
Dmitri Sterling,9,1,82,65,44
Erhard Musk,12,2,92,70,75
Eva Janny,9,1,76,57,78
Port Baleine,12,3,21,76,100
Lexie Massimo,2,1,47,29,85
Winfield Stive,6,1,90,15,5
Kenyon Beininck,7,3,78,35,4
Grazia Prendeguest,1,1,75,28,1
Georg Seymour,1,1,2,31,58
Lane Abazi,6,3,71,85,7
Gusta Huddles,9,3,42,73,97
Rosanne Patemore,9,3,70,24,6
Eustace Blackborne,9,1,26,24,75
Cally O'Crevy,5,2,66,51,91
Ede Brayshaw,10,2,33,52,100
Freddie Emps,12,3,51,42,92
Eloise Warr,9,2,22,65,72
Cosette Wadham,2,2,40,77,41
Benedicta Forson,11,2,100,58,42
Ernie Rozanski,8,3,90,36,81
Valentia Miko,1,3,72,71,55
Kimberlee Acutt,5,1,60,29,88
Elsey Deveraux,4,2,7,81,10
Adrienne Misk,9,3,42,68,38
Delly Rosenwasser,8,1,53,87,66
Joly Reeder,2,2,53,22,35
Jesselyn Penquet,12,3,71,86,20
Carlo De la Feld,10,3,19,89,27
Georges Braysher,6,3,92,56,22
Dominique Logie,12,2,62,71,97
Willy Mumford,11,3,94,31,32
Basil Harrell,7,3,32,78,90
Gar Butterfield,9,2,14,73,99
Casie Starsmore,11,1,39,21,14
Mella Pamplin,2,2,50,17,87
Sela Stutt,3,3,10,97,53
Flory Yuryatin,3,1,36,45,45
Maren Thoms,2,2,74,87,26
Barn Cholton,1,2,17,73,65
Olivie Rhubottom,9,1,26,22,32
Darcey Grissett,11,2,52,88,63
Bartholomew McKeand,2,1,79,13,97
Nanete Fairhall,7,3,13,58,48
Ryan Spendlove,9,2,92,70,82
Kissee Jewiss,12,1,40,22,77
Minda Pawelczyk,1,1,68,24,36
Hendrika Guite,8,1,13,93,43
Orly Brattan,3,1,1,8,21
Neddy Beneyto,6,2,87,9,74
Christopher Pedgrift,3,1,85,24,19
Royall Thomsen,11,1,17,30,83
Brittne Fellon,12,1,5,42,29
Salomone Mapplebeck,5,1,1,49,56
Fairlie Herity,2,3,13,4,67
Isidoro Dytham,1,3,91,75,63
Rowland Cake,11,2,54,75,14
Myrta Hernik,8,3,34,75,42
Ricky Miles,6,3,51,15,73
Madison Usher,5,3,84,29,58
Manya Fears,3,3,72,59,93
Angil Howick,12,3,55,26,55
Berny Longstaff,12,2,17,1,96
Daloris Collison,6,3,99,47,33
Valry Frandsen,4,1,56,77,42
Syd Anstiss,5,1,90,7,30
Cybil Morfield,9,1,82,63,81
Anita Sauven,1,1,22,10,86
Hy Topham,12,1,75,85,90
Dunc Willicott,1,3,16,40,85
Rosemonde Cassimer,1,2,8,85,35
Eldridge Attaway,1,2,28,53,71
Kai Fishbourne,6,1,47,58,98
Othilia Gush,12,2,18,13,34
Don Lope,7,2,67,20,92
Minetta Tilling,2,2,14,23,59
Garwin Robertot,9,3,32,49,59
Urbano Corradini,10,3,20,34,96
Blanche Ropkins,5,3,13,100,17
Noel Scanes,8,3,52,54,54
Ossie Townrow,11,1,9,73,19
Pat Tumielli,9,1,81,12,34
Horatio Haffner,10,3,69,91,73
Rosalinda Dinneen,11,1,97,10,18
Read Fiveash,9,2,55,16,72
Daisey Iverson,5,1,57,11,16
Candida Vivyan,7,1,46,43,71
Darsie Joannidi,1,3,41,23,24
Scotty Lenaghen,7,3,43,24,35
Lorin Whaymand,6,2,71,46,92
Kirbie Carlos,7,1,35,75,91
Raymund MacTague,9,3,19,3,90
Dolli Jedrych,7,2,97,99,34
Lanie Beney,2,3,63,99,68
Reta Gayforth,8,2,93,92,97
Alexis Whenham,2,3,73,1,22
Vlad Deveril,9,1,80,32,91
Becca Nisbith,11,3,55,77,26
Ceil MacKenny,6,1,7,8,13
Terence Sired,1,3,61,60,52
Stillman Andrzejak,10,2,88,81,45
Janey Scade,6,2,36,24,2
Ofella Dingley,10,2,89,50,94
Courtney Eccleston,9,2,76,40,83
Steve Springtorpe,11,3,15,15,75
Ferd Eddington,1,1,84,6,40
Peterus Burkman,1,2,37,28,11
Dilan Calender,11,3,96,49,34
Danila Melledy,5,3,29,20,88
Joshua Adanez,10,1,76,92,74
Donnamarie Smail,8,1,18,28,58
Arturo Mainwaring,10,1,15,75,1
Maressa Lockyear,9,3,16,74,80
Marla Brumble,5,2,34,81,80
Shelbi Prodrick,7,2,72,13,67
Amabel Fawlo,10,1,44,37,97
Ancell Haylor,11,2,48,21,86
Aharon Gallamore,10,2,35,84,62
Adolph Sollitt,5,2,13,48,57
Larissa Leyrroyd,2,1,26,36,19
Griz Nolte,10,2,71,65,20
Dwain Witherow,10,1,33,31,82
Candy Hamber,8,1,95,88,88
Jefferson Vannuccinii,8,2,3,29,18
Daria Monckton,8,2,64,54,25
Tori Bucktharp,8,3,53,57,88
Tim Grossier,11,2,97,61,70
Dyane Glavias,8,1,38,78,53
Briny Salvador,4,3,49,78,71
Corey Giacomozzo,10,2,77,19,22
Hermina Brogi,11,1,45,70,83
Sapphire Taylerson,8,1,65,36,78
Shannah Arne,9,3,44,93,33
Laurent Brunetti,12,1,98,96,20
Ambros Pawlowicz,10,3,36,30,80
Petunia Fawthorpe,9,2,76,84,1
Karoly Heddy,8,3,9,93,76
Bennie Krojn,5,3,7,42,46
Richardo Stribbling,12,2,46,87,48
Bengt Patis,11,2,14,17,14
Bentley Emmerson,3,3,33,86,27
Letty Prazor,1,1,100,19,24
Vivian Rosling,8,3,20,44,98
Kareem Dibbert,7,1,35,87,35
Aggi Chellam,10,1,87,23,74
Palmer Hullin,6,3,28,80,6
Kynthia Housen,4,1,69,78,6
Burnard Garz,5,1,36,78,95
Ty Whittle,10,1,90,100,58
Daffy Wetton,8,3,26,48,16
Colas Maylin,4,3,60,36,78
Vernice Rivard,7,3,20,45,13
Nial Kerins,8,1,56,20,16
Fiorenze Harriot,7,3,4,68,27
Stephani Weatherell,5,3,47,47,96
Felicity Yitzhok,8,2,95,16,60
Christye Macklam,9,3,42,37,83
Elicia Houliston,12,1,50,6,84
Vin Larkkem,3,3,49,75,61
Zacherie Bucklee,1,1,94,56,62
Merna Delgado,3,1,27,10,22
Andrea Blewis,6,1,29,45,88
Desmond Swettenham,10,3,36,82,55
Aristotle Lackner,11,1,96,91,63
Mohandas Vasyuchov,3,2,55,54,50
Leopold Tune,7,1,25,59,79
Shae Nono,4,1,82,42,91
Prinz Helm,4,1,18,38,95
Gerhardine Ferrierio,12,3,24,25,54
Gav Medeway,10,2,90,13,23
Man Hathway,10,1,24,73,4
Vincenty Arpino,11,2,79,98,66
Lilyan O'Fogarty,9,3,16,70,87
Blake Rickeard,12,1,80,74,57
Nonah Heino,1,3,17,96,74
Jocelyn Skillett,7,2,82,85,52
Thebault Hagergham,7,2,81,47,68
Berkeley Faunt,4,1,92,3,27
Maddie McAllan,1,3,38,36,5
Happy Armstead,12,1,97,81,2
Bernette Issakov,6,2,17,53,58
Gloriane Tiffney,10,1,35,84,94
Herve Tee,10,2,76,61,40
Ardella Titterell,2,1,24,17,35
Andonis Banbury,4,1,12,74,83
Durward Noen,1,1,55,48,55
Antonietta Casterou,10,2,48,27,31
Lorenza Lisle,5,2,31,48,92
Inigo Paffett,4,1,65,49,79
Kristen Haseldine,4,1,53,53,95
Westleigh Leap,6,2,34,56,37
Bartlet Wrotchford,9,2,52,84,89
Torie Tunnicliffe,5,1,89,72,7
Madonna Hayhow,8,2,49,18,55
Iver Quarmby,1,3,22,37,76
Josey O'Hoolahan,2,1,29,83,84
Amby Newcomb,11,3,9,13,100
Dominic Bransgrove,12,1,69,89,68
Darnell Knappitt,7,3,18,90,9
Glynda Mosey,7,2,48,40,14
Maurizia Capelow,7,2,69,99,44
Martelle Sollime,3,1,44,7,81
Jodee Broadfoot,9,1,86,1,19
Chere Davie,11,1,55,95,10
Ian Demeza,11,3,79,24,64
Ermanno Bellham,12,1,9,21,82
Tadd Ollington,9,1,4,31,47
Raven Rothchild,10,3,15,61,85
Quinn Inott,8,2,36,14,55
Benita Brood,7,2,93,59,43
Nickolaus Rowantree,6,2,2,84,7
Dreddy Gittens,9,1,52,12,20
Faye Broggini,9,1,16,68,31
Harmonie Dood,12,3,39,34,92
Wallache Mutlow,1,1,20,47,48
Paulette Meadus,9,1,22,89,46
Andie Reagan,1,2,4,24,100
Hervey Finan,2,2,58,16,64
Minni Bleackly,9,1,43,29,30
Etti Feechum,7,1,2,80,88
Germain Conti,1,3,79,6,9
Andrew Beesley,5,1,90,69,47
Norbert Gounod,12,2,82,57,20
Diannne Welland,10,1,87,5,94
Mel Ironmonger,4,2,43,25,90
Jessee Tinniswood,12,3,56,65,19
Kalindi Kinghorn,5,3,56,36,2
Osmund Franscioni,6,2,87,37,100
Wren Broadley,9,3,22,86,13
Putnam Bindley,3,3,91,47,21
Isaiah Pyvis,6,2,29,71,41
Uta Yurocjhin,5,1,86,43,23
Rodolfo Stanborough,2,3,39,16,94
Jakie Moggach,11,2,26,76,15
Neile Sleeman,6,1,26,51,50
Beryle Arson,4,1,18,47,65
Dianna Dall,2,2,49,66,71
Loy Roddam,12,3,69,59,22
Sapphira Lashbrook,12,2,12,48,29
Jocelyn Candlish,6,1,86,50,3
Farrah Bonefant,2,3,52,19,54
Margareta Greschke,9,1,72,20,82
Giovanni Hallaways,4,1,73,49,72
Cosimo Usborn,9,2,81,8,94
Laird Navarre,5,3,85,25,39
Addie Rolfo,9,2,8,65,65
Ozzie Edge,1,2,62,32,98
Charyl Priestnall,8,3,77,100,50
Davis Dikelin,4,1,83,58,45
Ivonne Bernardez,4,1,33,10,29
Ivie Kingswold,11,1,83,14,5
Kimbell Orford,11,3,56,59,44
Lishe Torrent,3,2,21,73,31
Janeen Tong,3,3,32,15,14
Jeddy Reeday,10,3,77,81,75
Deanna Greatorex,10,3,12,75,64
Will Luce,6,2,91,16,53
Elihu Cheasman,7,1,75,68,51
Midge Damp,4,2,62,48,94
Ernest Duberry,8,3,95,17,14
Wynn Tollett,10,3,19,35,20
Padgett Berrie,4,3,93,75,52
Jourdain Trotter,5,2,12,7,40
Emelina Youde,7,2,84,41,10
Alvy Catonne,7,2,34,41,86
Errick Kiley,11,2,4,43,75
Jorgan Crumly,1,3,10,78,56
Axe Langsdon,8,1,78,27,46
Damon Thomassin,9,1,25,70,76
Kerrin Kruschov,3,1,34,92,19
Laird Partner,1,1,6,42,50
Holden Bristowe,10,2,41,22,97
Katerina Han,11,3,68,3,95
Babita Noon,8,2,29,43,65
Luciano Doorly,4,3,98,11,2
Linnell De Bellis,5,3,25,6,46
Norton Frankcombe,11,2,95,93,73
Vanna Abbotson,1,3,85,98,73
Sydel Doige,11,3,79,5,18
Gordy Marquet,11,1,11,92,13
Brandtr Frostdicke,7,1,81,38,95
Pedro Weinberg,3,2,73,28,58
Elna Farnhill,1,2,39,89,94
Benjamen Moyles,1,2,97,47,79
Jojo Hymus,8,1,85,32,39
Jeniffer Hanton,5,1,57,8,86
Archibald Haliburton,1,2,76,19,5
Duky Broggetti,10,1,92,34,23
Ferrell Sarsons,10,2,4,13,11
Sybil Grimes,4,1,30,10,41
Gery Fildery,4,1,83,83,100
Ernesto Peart,7,1,27,78,43
Harmon Branscombe,3,1,51,33,85
Ellary Dimitrie,9,2,54,43,97
Lily MacPake,1,1,34,70,93
Carr Cordingly,6,1,28,13,32
Tait Kuschel,6,1,8,17,71
Bar Echallie,11,1,30,58,87
Micheline Langdon,12,3,100,55,78
Fayette Alvares,8,1,20,12,3
Hadria Kemster,6,1,21,9,17
Gwendolyn Feirn,1,3,86,20,68
Jania Summers,12,2,89,56,81
Madelena Golden of Ireland,7,2,92,44,21
Cristy Rimington,8,3,79,69,62
Nancie Laden,9,1,29,85,7
Hermione O' Hern,1,3,58,7,75
Tanhya Eady,8,2,89,48,90
Jean Currm,11,2,28,50,66
Dodie Smitham,6,3,6,30,76
Isak Gravell,7,3,89,82,56
Monika Imlin,4,1,68,18,57
Judye Brien,6,2,98,18,17
Mead Syne,8,1,87,61,38
Ky Dewer,3,3,35,75,71
Nananne Ludvigsen,4,3,76,82,48
Reilly Mylechreest,7,1,58,24,69
Vladamir McLucas,2,1,88,4,54
Jeana Itzchaki,2,2,95,43,20
Thorndike Stairmond,8,2,80,60,43
Brunhilda Habard,10,2,60,21,76
Isabelle Satyford,3,3,30,43,98
Bancroft Ziemecki,6,2,54,19,5
Hannie Edgerley,7,3,60,77,46
Chance Broose,8,2,18,6,11
Karlyn Doggett,3,2,84,3,42
Jeanette Ricoald,11,2,98,54,77
Amanda Powdrell,3,1,40,68,62
Collete Visco,10,3,85,17,61
Nancey Armatys,12,2,30,65,65
Denis Finkle,4,3,34,66,40
Roslyn Moran,8,2,78,90,12
Field Crowcum,7,3,96,33,60
Larry Howson,2,3,90,18,23
Judie Meiner,4,1,68,54,21
Humfried Leefe,12,3,13,61,13
Tobie Stanmore,4,2,33,7,67
Steffie Martello,11,1,9,85,74
Pietra McCreery,3,3,17,42,64
Clarance Sherrum,1,2,35,77,35
Justis Slimming,3,1,92,56,7
Hy Heskins,10,1,2,42,94
Mickey Hanfrey,11,3,59,64,99
Gilli Gusticke,4,2,65,37,67
Lil Maddern,8,2,64,90,72
Dorisa Del Monte,10,2,31,76,23
Gerrie Culp,3,1,31,11,4
Ilysa Crowder,2,3,8,98,1
Ailene Eggar,6,3,23,23,5
Dun Capaldi,6,1,11,98,73
Maurine Jeffryes,10,1,98,36,63
Camella McComas,9,1,74,12,73
El Hyatt,12,2,75,4,11
Siward Bassill,12,2,4,7,28
Leeann Poyser,3,3,91,49,38
Etti Ableson,10,2,99,85,66
Alvira Senn,6,1,37,49,66
Rem Gristock,10,3,58,74,15
Gloriane Doylend,9,2,52,85,16
Kati Prangnell,11,2,20,42,94
Jacquenette Bulleyn,8,1,97,45,21
Matthiew Wormell,10,1,17,68,63
Raynell Lydiate,2,2,73,36,93
Janenna Sloley,5,2,15,99,41
Rufe Tanner,4,2,30,12,51
Kelby Callan,5,1,30,38,92
Jillana Fahy,9,1,95,10,89
Wilton Tilburn,1,2,31,20,5
Griff Alejandro,3,1,70,31,24
Pincus Voller,10,3,97,25,88
Maire Fotheringham,11,2,13,41,23
Gabie Vidler,8,1,79,86,51
Francesca Ponsford,1,3,30,77,86
Nanete Roseman,8,2,80,72,60
Arleta Ruzic,7,1,26,14,6
Sabine Dailly,9,1,57,94,59
Ruprecht Dannatt,11,1,45,6,19
